idx,transistor_id,type,voltage,current,p_loss,pmax,power_margin_w,power_margin_pct,tamb,rthja,tj,tjmax,temperature_margin_c,status,reason,priority,criticality_score,recommended_action,thermal_power_limit_w,allowed_power_w,limiting_factor,max_current_available,max_current_a,current_reduction_pct,max_voltage_available,max_voltage_v,voltage_reduction_pct
92,DEMO_MOSFET_01,MOSFET,39.279000,0.036356,1.428027,10.000000,8.571973,85.719727,45.410000,40.000000,102.531093,150.000000,47.468907,SAFE,NONE,4,0.683541,No immediate action,2.614750,2.614750,TEMPERATURE,1,0.066569,0.000000,1,71.920728,0.000000
93,DEMO_MOSFET_02,MOSFET,24.848000,0.191862,4.767387,20.000000,15.232613,76.163065,48.310000,25.000000,167.494674,175.000000,7.505326,CRITICAL,LOW_MARGIN,3,0.957112,Monitor / investigate,5.067600,5.067600,TEMPERATURE,1,0.203944,0.000000,1,26.412734,0.000000
94,DEMO_BJT_01,BJT,5.544000,0.270744,1.501005,10.000000,8.498995,84.989953,27.090000,50.000000,102.140237,150.000000,47.859763,SAFE,NONE,4,0.680935,No immediate action,2.458200,2.458200,TEMPERATURE,1,0.443398,0.000000,1,9.079426,0.000000
95,DEMO_MOSFET_01,MOSFET,13.809000,0.055847,0.771191,10.000000,9.228809,92.288088,16.820000,40.000000,47.667649,150.000000,102.332351,SAFE,NONE,4,0.317784,No immediate action,3.329500,3.329500,TEMPERATURE,1,0.241111,0.000000,1,59.618243,0.000000
96,DEMO_MOSFET_02,MOSFET,46.404000,0.060056,2.786839,20.000000,17.213161,86.065807,52.760000,25.000000,122.430966,175.000000,52.569034,SAFE,NONE,4,0.699606,No immediate action,4.889600,4.889600,TEMPERATURE,1,0.105370,0.000000,1,81.417344,0.000000
97,DEMO_BJT_01,BJT,9.962000,0.054431,0.542242,10.000000,9.457758,94.577584,19.100000,50.000000,46.212081,150.000000,103.787919,SAFE,NONE,4,0.308081,No immediate action,2.618000,2.618000,TEMPERATURE,1,0.262799,0.000000,1,48.097591,0.000000
98,DEMO_MOSFET_01,MOSFET,38.723000,0.090782,3.515351,10.000000,6.484649,64.846486,34.150000,40.000000,174.764055,150.000000,-24.764055,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.165094,Correct thermal operating condition,2.896250,2.896250,TEMPERATURE,1,0.074794,17.611366,1,31.903351,17.611366
99,DEMO_MOSFET_02,MOSFET,11.275000,0.786800,8.871170,20.000000,11.128830,55.644150,25.100000,25.000000,246.879250,175.000000,-71.879250,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.410739,Correct thermal operating condition,5.996000,5.996000,TEMPERATURE,1,0.531796,32.410268,1,7.620742,32.410268
100,DEMO_BJT_01,BJT,18.157000,0.070757,1.284735,10.000000,8.715265,87.152652,17.610000,50.000000,81.846742,150.000000,68.153258,SAFE,NONE,4,0.545645,No immediate action,2.647800,2.647800,TEMPERATURE,1,0.145828,0.000000,1,37.421033,0.000000
101,DEMO_MOSFET_01,MOSFET,33.012000,0.075791,2.502012,10.000000,7.497988,74.979875,42.460000,40.000000,142.540500,150.000000,7.459500,CRITICAL,LOW_MARGIN,3,0.950270,Monitor / investigate,2.688500,2.688500,TEMPERATURE,1,0.081440,0.000000,1,35.472550,0.000000
102,DEMO_MOSFET_02,MOSFET,18.651000,0.283570,5.288864,20.000000,14.711136,73.555680,52.970000,25.000000,185.191602,175.000000,-10.191602,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.058238,Correct thermal operating condition,4.881200,4.881200,TEMPERATURE,1,0.261713,7.707970,1,17.213386,7.707970
103,DEMO_BJT_01,BJT,18.692000,0.114432,2.138963,10.000000,7.861037,78.610371,37.320000,50.000000,144.268147,150.000000,5.731853,CRITICAL,LOW_MARGIN,3,0.961788,Monitor / investigate,2.253600,2.253600,TEMPERATURE,1,0.120565,0.000000,1,19.693792,0.000000
104,DEMO_MOSFET_01,MOSFET,17.074000,0.231777,3.957360,10.000000,6.042640,60.426395,39.740000,40.000000,198.034420,150.000000,-48.034420,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.320229,Correct thermal operating condition,2.756500,2.756500,TEMPERATURE,1,0.161444,30.344986,1,11.892897,30.344986
105,DEMO_MOSFET_02,MOSFET,37.369000,0.049302,1.842366,20.000000,18.157634,90.788168,51.340000,25.000000,97.399161,175.000000,77.600839,SAFE,NONE,4,0.556567,No immediate action,4.946400,4.946400,TEMPERATURE,1,0.132366,0.000000,1,100.328587,0.000000
106,DEMO_BJT_01,BJT,3.686000,0.850338,3.134346,10.000000,6.865654,68.656541,32.150000,50.000000,188.867293,150.000000,-38.867293,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.259115,Correct thermal operating condition,2.357000,2.357000,TEMPERATURE,1,0.639447,24.800896,1,2.771839,24.800896
107,DEMO_MOSFET_01,MOSFET,31.221000,0.019921,0.621954,10.000000,9.378046,93.780465,53.400000,40.000000,78.278142,150.000000,71.721858,SAFE,NONE,4,0.521854,No immediate action,2.415000,2.415000,TEMPERATURE,1,0.077352,0.000000,1,121.228854,0.000000
108,DEMO_MOSFET_02,MOSFET,9.465000,0.670223,6.343661,20.000000,13.656339,68.281697,40.020000,25.000000,198.611517,175.000000,-23.611517,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.134923,Correct thermal operating condition,5.399200,5.399200,TEMPERATURE,1,0.570438,14.888260,1,8.055826,14.888260
109,DEMO_BJT_01,BJT,6.383000,0.204390,1.304621,10.000000,8.695379,86.953786,24.590000,50.000000,89.821069,150.000000,60.178931,SAFE,NONE,4,0.598807,No immediate action,2.508200,2.508200,TEMPERATURE,1,0.392950,0.000000,1,12.271638,0.000000
110,DEMO_MOSFET_01,MOSFET,20.387000,0.202489,4.128143,10.000000,5.871857,58.718568,31.340000,40.000000,196.465730,150.000000,-46.465730,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.309772,Correct thermal operating condition,2.966500,2.966500,TEMPERATURE,1,0.145509,28.139606,1,14.650179,28.139606
111,DEMO_MOSFET_02,MOSFET,20.550000,0.113398,2.330329,20.000000,17.669671,88.348355,16.310000,25.000000,74.568223,175.000000,100.431777,SAFE,NONE,4,0.426104,No immediate action,6.347600,6.347600,TEMPERATURE,1,0.308886,0.000000,1,55.976296,0.000000
112,DEMO_BJT_01,BJT,8.536000,0.253736,2.165890,10.000000,7.834110,78.341095,49.380000,50.000000,157.674525,150.000000,-7.674525,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.051163,Correct thermal operating condition,2.012400,2.012400,TEMPERATURE,1,0.235754,7.086715,1,7.931078,7.086715
113,DEMO_MOSFET_01,MOSFET,24.822000,0.082569,2.049528,10.000000,7.950472,79.504723,25.580000,40.000000,107.561109,150.000000,42.438891,SAFE,NONE,4,0.717074,No immediate action,3.110500,3.110500,TEMPERATURE,1,0.125312,0.000000,1,37.671523,0.000000
114,DEMO_MOSFET_02,MOSFET,11.313000,0.142272,1.609523,20.000000,18.390477,91.952384,47.160000,25.000000,87.398078,175.000000,87.601922,SAFE,NONE,4,0.499418,No immediate action,5.113600,5.113600,TEMPERATURE,1,0.452011,0.000000,1,35.942420,0.000000
115,DEMO_BJT_01,BJT,9.438000,0.298001,2.812533,10.000000,7.187467,71.874666,23.990000,50.000000,164.616672,150.000000,-14.616672,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.097444,Correct thermal operating condition,2.520200,2.520200,TEMPERATURE,1,0.267027,10.393954,1,8.457019,10.393954
116,DEMO_MOSFET_01,MOSFET,32.327000,0.107043,3.460379,10.000000,6.539621,65.396209,20.690000,40.000000,159.105162,150.000000,-9.105162,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.060701,Correct thermal operating condition,3.232750,3.232750,TEMPERATURE,1,0.100002,6.578154,1,30.200480,6.578154
117,DEMO_MOSFET_02,MOSFET,55.666000,0.142924,7.956007,20.000000,12.043993,60.219963,38.800000,25.000000,237.700185,175.000000,-62.700185,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.358287,Correct thermal operating condition,5.448000,5.448000,TEMPERATURE,1,0.097869,31.523442,1,38.118161,31.523442
118,DEMO_BJT_01,BJT,10.515000,0.105398,1.108260,10.000000,8.891740,88.917400,32.570000,50.000000,87.982999,150.000000,62.017001,SAFE,NONE,4,0.586553,No immediate action,2.348600,2.348600,TEMPERATURE,1,0.223357,0.000000,1,22.283155,0.000000
119,DEMO_MOSFET_01,MOSFET,22.979000,0.046297,1.063859,10.000000,8.936141,89.361412,31.100000,40.000000,73.654351,150.000000,76.345649,SAFE,NONE,4,0.491029,No immediate action,2.972500,2.972500,TEMPERATURE,1,0.129357,0.000000,1,64.205024,0.000000
120,DEMO_MOSFET_02,MOSFET,53.918000,0.101676,5.482167,20.000000,14.517833,72.589167,32.510000,25.000000,169.564164,175.000000,5.435836,CRITICAL,LOW_MARGIN,3,0.968938,Monitor / investigate,5.699600,5.699600,TEMPERATURE,1,0.105709,0.000000,1,56.056493,0.000000
121,DEMO_BJT_01,BJT,2.724000,0.426592,1.162037,10.000000,8.837963,88.379634,44.380000,50.000000,102.481830,150.000000,47.518170,SAFE,NONE,4,0.683212,No immediate action,2.112400,2.112400,TEMPERATURE,1,0.775477,0.000000,1,4.951804,0.000000
122,DEMO_MOSFET_01,MOSFET,34.839000,0.087341,3.042873,10.000000,6.957127,69.571269,24.160000,40.000000,145.874924,150.000000,4.125076,CRITICAL,LOW_MARGIN,3,0.972499,Monitor / investigate,3.146000,3.146000,TEMPERATURE,1,0.090301,0.000000,1,36.019739,0.000000
123,DEMO_MOSFET_02,MOSFET,47.062000,0.121899,5.736811,20.000000,14.263189,71.315946,38.480000,25.000000,181.900268,175.000000,-6.900268,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.039430,Correct thermal operating condition,5.460800,5.460800,TEMPERATURE,1,0.116034,4.811223,1,44.797742,4.811223
124,DEMO_BJT_01,BJT,23.367000,0.083957,1.961823,10.000000,8.038177,80.381768,47.860000,50.000000,145.951161,150.000000,4.048839,CRITICAL,LOW_MARGIN,3,0.973008,Monitor / investigate,2.042800,2.042800,TEMPERATURE,1,0.087422,0.000000,1,24.331503,0.000000
125,DEMO_MOSFET_01,MOSFET,19.362000,0.158041,3.059990,10.000000,6.940010,69.400102,22.010000,40.000000,144.409594,150.000000,5.590406,CRITICAL,LOW_MARGIN,3,0.962731,Monitor / investigate,3.199750,3.199750,TEMPERATURE,1,0.165259,0.000000,1,20.246328,0.000000
126,DEMO_MOSFET_02,MOSFET,28.974000,0.318251,9.221004,20.000000,10.778996,53.894978,26.130000,25.000000,256.655112,175.000000,-81.655112,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.466601,Correct thermal operating condition,5.954800,5.954800,TEMPERATURE,1,0.205522,35.421352,1,18.711017,35.421352
127,DEMO_BJT_01,BJT,15.160000,0.133486,2.023648,10.000000,7.976352,79.763522,47.570000,50.000000,148.752388,150.000000,1.247612,CRITICAL,LOW_MARGIN,3,0.991683,Monitor / investigate,2.048600,2.048600,TEMPERATURE,1,0.135132,0.000000,1,15.346928,0.000000
128,DEMO_MOSFET_01,MOSFET,6.870000,0.166773,1.145731,10.000000,8.854269,88.542695,31.330000,40.000000,77.159220,150.000000,72.840780,SAFE,NONE,4,0.514395,No immediate action,2.966750,2.966750,TEMPERATURE,1,0.431841,0.000000,1,17.789151,0.000000
129,DEMO_MOSFET_02,MOSFET,32.251000,0.083568,2.695152,20.000000,17.304848,86.524242,21.430000,25.000000,88.808789,175.000000,86.191211,SAFE,NONE,4,0.507479,No immediate action,6.142800,6.142800,TEMPERATURE,1,0.190469,0.000000,1,73.506605,0.000000
130,DEMO_BJT_01,BJT,23.294000,0.115905,2.699891,10.000000,7.300109,73.001089,41.500000,50.000000,176.494553,150.000000,-26.494553,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.176630,Correct thermal operating condition,2.170000,2.170000,TEMPERATURE,1,0.093157,19.626387,1,18.722229,19.626387
131,DEMO_MOSFET_01,MOSFET,12.339000,0.293527,3.621830,10.000000,6.378170,63.781703,16.470000,40.000000,161.343186,150.000000,-11.343186,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.075621,Correct thermal operating condition,3.338250,3.338250,TEMPERATURE,1,0.270545,7.829735,1,11.372889,7.829735
132,DEMO_MOSFET_02,MOSFET,52.570000,0.076612,4.027493,20.000000,15.972507,79.862536,19.640000,25.000000,120.327321,175.000000,54.672679,SAFE,NONE,4,0.687585,No immediate action,6.214400,6.214400,TEMPERATURE,1,0.118212,0.000000,1,81.115230,0.000000
133,DEMO_BJT_01,BJT,26.342000,0.015541,0.409381,10.000000,9.590619,95.906190,48.000000,50.000000,68.469051,150.000000,81.530949,SAFE,NONE,4,0.456460,No immediate action,2.040000,2.040000,TEMPERATURE,1,0.077443,0.000000,1,131.265684,0.000000
134,DEMO_MOSFET_01,MOSFET,22.182000,0.140205,3.110027,10.000000,6.889973,68.899727,33.480000,40.000000,157.881092,150.000000,-7.881092,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.052541,Correct thermal operating condition,2.913000,2.913000,TEMPERATURE,1,0.131323,6.335228,1,20.776720,6.335228
135,DEMO_MOSFET_02,MOSFET,29.312000,0.176037,5.159997,20.000000,14.840003,74.200017,39.910000,25.000000,168.909914,175.000000,6.090086,CRITICAL,LOW_MARGIN,3,0.965200,Monitor / investigate,5.403600,5.403600,TEMPERATURE,1,0.184348,0.000000,1,30.695820,0.000000
136,DEMO_BJT_01,BJT,5.668000,0.166460,0.943495,10.000000,9.056505,90.565047,17.060000,50.000000,64.234764,150.000000,85.765236,SAFE,NONE,4,0.428232,No immediate action,2.658800,2.658800,TEMPERATURE,1,0.469090,0.000000,1,15.972606,0.000000
137,DEMO_MOSFET_01,MOSFET,20.934000,0.144755,3.030301,10.000000,6.969699,69.696988,26.520000,40.000000,147.732047,150.000000,2.267953,CRITICAL,LOW_MARGIN,3,0.984880,Monitor / investigate,3.087000,3.087000,TEMPERATURE,1,0.147463,0.000000,1,21.325688,0.000000
138,DEMO_MOSFET_02,MOSFET,48.962000,0.176657,8.649480,20.000000,11.350520,56.752600,16.150000,25.000000,232.387001,175.000000,-57.387001,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.327926,Correct thermal operating condition,6.354000,6.354000,TEMPERATURE,1,0.129774,26.538937,1,35.968006,26.538937
139,DEMO_BJT_01,BJT,2.383000,1.072386,2.555496,10.000000,7.444504,74.445042,43.390000,50.000000,171.164792,150.000000,-21.164792,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.141099,Correct thermal operating condition,2.132200,2.132200,TEMPERATURE,1,0.894755,16.564137,1,1.988277,16.564137
140,DEMO_MOSFET_01,MOSFET,34.132000,0.100366,3.425692,10.000000,6.574308,65.743077,31.320000,40.000000,168.347692,150.000000,-18.347692,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.122318,Correct thermal operating condition,2.967000,2.967000,TEMPERATURE,1,0.086927,13.389770,1,29.561804,13.389770
141,DEMO_MOSFET_02,MOSFET,40.624000,0.114697,4.659451,20.000000,15.340549,76.702745,19.540000,25.000000,136.026273,175.000000,38.973727,SAFE,NONE,4,0.777293,No immediate action,6.218400,6.218400,TEMPERATURE,1,0.153072,0.000000,1,54.215891,0.000000
142,DEMO_BJT_01,BJT,10.172000,0.383948,3.905519,10.000000,6.094481,60.944809,21.160000,50.000000,216.435953,150.000000,-66.435953,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.442906,Correct thermal operating condition,2.576800,2.576800,TEMPERATURE,1,0.253323,34.021574,1,6.711325,34.021574
143,DEMO_MOSFET_01,MOSFET,20.852000,0.056456,1.177221,10.000000,8.822779,88.227795,43.220000,40.000000,90.308820,150.000000,59.691180,SAFE,NONE,4,0.602059,No immediate action,2.669500,2.669500,TEMPERATURE,1,0.128021,0.000000,1,47.284611,0.000000
144,DEMO_MOSFET_02,MOSFET,12.955000,0.202566,2.624243,20.000000,17.375757,86.878787,33.890000,25.000000,99.496063,175.000000,75.503937,SAFE,NONE,4,0.568549,No immediate action,5.644400,5.644400,TEMPERATURE,1,0.435693,0.000000,1,27.864498,0.000000
145,DEMO_BJT_01,BJT,22.896000,0.060932,1.395099,10.000000,8.604901,86.049009,22.620000,50.000000,92.374954,150.000000,57.625046,SAFE,NONE,4,0.615833,No immediate action,2.547600,2.547600,TEMPERATURE,1,0.111268,0.000000,1,41.810543,0.000000
146,DEMO_MOSFET_01,MOSFET,31.589000,0.024655,0.778827,10.000000,9.221173,92.211732,20.460000,40.000000,51.613072,150.000000,98.386928,SAFE,NONE,4,0.344087,No immediate action,3.238500,3.238500,TEMPERATURE,1,0.102520,0.000000,1,131.352667,0.000000
147,DEMO_MOSFET_02,MOSFET,48.324000,0.126368,6.106607,20.000000,13.893393,69.466964,49.180000,25.000000,201.845181,175.000000,-26.845181,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.153401,Correct thermal operating condition,5.032800,5.032800,TEMPERATURE,1,0.104147,17.584351,1,39.826538,17.584351
148,DEMO_BJT_01,BJT,22.329000,0.102457,2.287762,10.000000,7.712238,77.122376,25.690000,50.000000,140.078118,150.000000,9.921882,CRITICAL,LOW_MARGIN,3,0.933854,Monitor / investigate,2.486200,2.486200,TEMPERATURE,1,0.111344,0.000000,1,24.265790,0.000000
149,DEMO_MOSFET_01,MOSFET,27.418000,0.088903,2.437542,10.000000,7.562458,75.624575,48.500000,40.000000,146.001698,150.000000,3.998302,CRITICAL,LOW_MARGIN,3,0.973345,Monitor / investigate,2.537500,2.537500,TEMPERATURE,1,0.092549,0.000000,1,28.542344,0.000000
150,DEMO_MOSFET_02,MOSFET,31.639000,0.200970,6.358490,20.000000,13.641510,68.207551,49.610000,25.000000,208.572246,175.000000,-33.572246,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.191841,Correct thermal operating condition,5.015600,5.015600,TEMPERATURE,1,0.158526,21.119635,1,24.956959,21.119635
151,DEMO_BJT_01,BJT,12.562000,0.124487,1.563806,10.000000,8.436194,84.361943,28.300000,50.000000,106.490285,150.000000,43.509715,SAFE,NONE,4,0.709935,No immediate action,2.434000,2.434000,TEMPERATURE,1,0.193759,0.000000,1,19.552242,0.000000
152,DEMO_MOSFET_01,MOSFET,39.289000,0.043783,1.720190,10.000000,8.279810,82.798097,52.310000,40.000000,121.117611,150.000000,28.882389,SAFE,NONE,4,0.807451,No immediate action,2.442250,2.442250,TEMPERATURE,1,0.062161,0.000000,1,55.780782,0.000000
153,DEMO_MOSFET_02,MOSFET,52.081000,0.142740,7.434042,20.000000,12.565958,62.829790,24.550000,25.000000,210.401049,175.000000,-35.401049,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.202292,Correct thermal operating condition,6.018000,6.018000,TEMPERATURE,1,0.115551,19.048076,1,42.160572,19.048076
154,DEMO_BJT_01,BJT,15.243000,0.146588,2.234441,10.000000,7.765559,77.655591,31.430000,50.000000,143.152044,150.000000,6.847956,CRITICAL,LOW_MARGIN,3,0.954347,Monitor / investigate,2.371400,2.371400,TEMPERATURE,1,0.155573,0.000000,1,16.177313,0.000000
155,DEMO_MOSFET_01,MOSFET,39.571000,0.076789,3.038618,10.000000,6.961382,69.613825,51.540000,40.000000,173.084701,150.000000,-23.084701,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.153898,Correct thermal operating condition,2.461500,2.461500,TEMPERATURE,1,0.062205,18.992766,1,32.055373,18.992766
156,DEMO_MOSFET_02,MOSFET,13.366000,0.527021,7.044163,20.000000,12.955837,64.779187,46.700000,25.000000,222.804067,175.000000,-47.804067,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.273166,Correct thermal operating condition,5.132000,5.132000,TEMPERATURE,1,0.383959,27.145351,1,9.737752,27.145351
157,DEMO_BJT_01,BJT,29.030000,0.073352,2.129409,10.000000,7.870591,78.705914,53.590000,50.000000,160.060428,150.000000,-10.060428,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.067070,Correct thermal operating condition,1.928200,1.928200,TEMPERATURE,1,0.066421,9.449035,1,26.286945,9.449035
158,DEMO_MOSFET_01,MOSFET,34.266000,0.022930,0.785719,10.000000,9.214281,92.142806,28.280000,40.000000,59.708775,150.000000,90.291225,SAFE,NONE,4,0.398059,No immediate action,3.043000,3.043000,TEMPERATURE,1,0.088805,0.000000,1,132.708242,0.000000
159,DEMO_MOSFET_02,MOSFET,5.844000,1.606347,9.387492,20.000000,10.612508,53.062541,18.990000,25.000000,253.677297,175.000000,-78.677297,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.449585,Correct thermal operating condition,6.240400,6.240400,TEMPERATURE,1,1.067830,33.524310,1,3.884839,33.524310
160,DEMO_BJT_01,BJT,29.159000,0.062505,1.822583,10.000000,8.177417,81.774167,20.770000,50.000000,111.899165,150.000000,38.100835,SAFE,NONE,4,0.745994,No immediate action,2.584600,2.584600,TEMPERATURE,1,0.088638,0.000000,1,41.350292,0.000000
161,DEMO_MOSFET_01,MOSFET,12.806000,0.168357,2.155980,10.000000,7.844020,78.440203,17.990000,40.000000,104.229190,150.000000,45.770810,SAFE,NONE,4,0.694861,No immediate action,3.300250,3.300250,TEMPERATURE,1,0.257711,0.000000,1,19.602690,0.000000
162,DEMO_MOSFET_02,MOSFET,9.417000,0.543772,5.120701,20.000000,14.879299,74.396495,39.930000,25.000000,167.947523,175.000000,7.052477,CRITICAL,LOW_MARGIN,3,0.959700,Monitor / investigate,5.402800,5.402800,TEMPERATURE,1,0.573728,0.000000,1,9.935782,0.000000
163,DEMO_BJT_01,BJT,16.941000,0.139139,2.357154,10.000000,7.642846,76.428462,28.140000,50.000000,145.997690,150.000000,4.002310,CRITICAL,LOW_MARGIN,3,0.973318,Monitor / investigate,2.437200,2.437200,TEMPERATURE,1,0.143864,0.000000,1,17.516297,0.000000
164,DEMO_MOSFET_01,MOSFET,35.835000,0.065115,2.333396,10.000000,7.666604,76.666040,53.170000,40.000000,146.505841,150.000000,3.494159,CRITICAL,LOW_MARGIN,3,0.976706,Monitor / investigate,2.420750,2.420750,TEMPERATURE,1,0.067553,0.000000,1,37.176534,0.000000
165,DEMO_MOSFET_02,MOSFET,38.960000,0.189796,7.394452,20.000000,12.605548,63.027739,34.520000,25.000000,219.381304,175.000000,-44.381304,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.253607,Correct thermal operating condition,5.619200,5.619200,TEMPERATURE,1,0.144230,24.007893,1,29.606525,24.007893
166,DEMO_BJT_01,BJT,10.047000,0.347334,3.489665,10.000000,6.510335,65.103353,24.390000,50.000000,198.873235,150.000000,-48.873235,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.325822,Correct thermal operating condition,2.512200,2.512200,TEMPERATURE,1,0.250045,28.010276,1,7.232808,28.010276
167,DEMO_MOSFET_01,MOSFET,39.198000,0.020269,0.794504,10.000000,9.205496,92.054957,24.100000,40.000000,55.880170,150.000000,94.119830,SAFE,NONE,4,0.372534,No immediate action,3.147500,3.147500,TEMPERATURE,1,0.080297,0.000000,1,155.286398,0.000000
168,DEMO_MOSFET_02,MOSFET,10.528000,0.299475,3.152873,20.000000,16.847127,84.235636,45.410000,25.000000,124.231820,175.000000,50.768180,SAFE,NONE,4,0.709896,No immediate action,5.183600,5.183600,TEMPERATURE,1,0.492363,0.000000,1,17.308957,0.000000
169,DEMO_BJT_01,BJT,2.811000,1.089343,3.062143,10.000000,6.937857,69.378568,21.650000,50.000000,174.757159,150.000000,-24.757159,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.165048,Correct thermal operating condition,2.567000,2.567000,TEMPERATURE,1,0.913198,16.169824,1,2.356466,16.169824
170,DEMO_MOSFET_01,MOSFET,16.263000,0.200451,3.259935,10.000000,6.740065,67.400654,27.970000,40.000000,158.367385,150.000000,-8.367385,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.055783,Correct thermal operating condition,3.050750,3.050750,TEMPERATURE,1,0.187588,6.416835,1,15.219430,6.416835
171,DEMO_MOSFET_02,MOSFET,27.663000,0.070529,1.951044,20.000000,18.048956,90.244781,32.230000,25.000000,81.006093,175.000000,93.993907,SAFE,NONE,4,0.462892,No immediate action,5.710800,5.710800,TEMPERATURE,1,0.206442,0.000000,1,80.970948,0.000000
172,DEMO_BJT_01,BJT,6.902000,0.095034,0.655925,10.000000,9.344075,93.440753,42.270000,50.000000,75.066233,150.000000,74.933767,SAFE,NONE,4,0.500442,No immediate action,2.154600,2.154600,TEMPERATURE,1,0.312170,0.000000,1,22.671886,0.000000
173,DEMO_MOSFET_01,MOSFET,28.276000,0.120798,3.415684,10.000000,6.584316,65.843158,39.380000,40.000000,176.007370,150.000000,-26.007370,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.173382,Correct thermal operating condition,2.765500,2.765500,TEMPERATURE,1,0.097804,19.035256,1,22.893591,19.035256
174,DEMO_MOSFET_02,MOSFET,17.770000,0.169727,3.016049,20.000000,16.983951,84.919756,34.910000,25.000000,110.311220,175.000000,64.688780,SAFE,NONE,4,0.630350,No immediate action,5.603600,5.603600,TEMPERATURE,1,0.315340,0.000000,1,33.015372,0.000000
175,DEMO_BJT_01,BJT,20.672000,0.049420,1.021610,10.000000,8.978390,89.783898,40.520000,50.000000,91.600512,150.000000,58.399488,SAFE,NONE,4,0.610670,No immediate action,2.189600,2.189600,TEMPERATURE,1,0.105921,0.000000,1,44.305949,0.000000
176,DEMO_MOSFET_01,MOSFET,13.642000,0.085277,1.163349,10.000000,8.836651,88.366512,50.960000,40.000000,97.493953,150.000000,52.506047,SAFE,NONE,4,0.649960,No immediate action,2.476000,2.476000,TEMPERATURE,1,0.181498,0.000000,1,29.034792,0.000000
177,DEMO_MOSFET_02,MOSFET,56.988000,0.089703,5.111995,20.000000,14.888005,74.440027,36.860000,25.000000,164.659864,175.000000,10.340136,SAFE,NONE,4,0.940914,No immediate action,5.525600,5.525600,TEMPERATURE,1,0.096961,0.000000,1,61.598832,0.000000
178,DEMO_BJT_01,BJT,28.937000,0.024652,0.713355,10.000000,9.286645,92.866451,54.510000,50.000000,90.177746,150.000000,59.822254,SAFE,NONE,4,0.601185,No immediate action,1.909800,1.909800,TEMPERATURE,1,0.065999,0.000000,1,77.470388,0.000000
179,DEMO_MOSFET_01,MOSFET,14.179000,0.241039,3.417692,10.000000,6.582308,65.823080,42.610000,40.000000,179.317679,150.000000,-29.317679,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.195451,Correct thermal operating condition,2.684750,2.684750,TEMPERATURE,1,0.189347,21.445525,1,11.138239,21.445525
180,DEMO_MOSFET_02,MOSFET,10.866000,0.651803,7.082491,20.000000,12.917509,64.587543,54.970000,25.000000,232.032285,175.000000,-57.032285,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.325899,Correct thermal operating condition,4.801200,4.801200,TEMPERATURE,1,0.441855,32.210295,1,7.366029,32.210295
181,DEMO_BJT_01,BJT,10.284000,0.220089,2.263395,10.000000,7.736605,77.366047,30.250000,50.000000,143.419764,150.000000,6.580236,CRITICAL,LOW_MARGIN,3,0.956132,Monitor / investigate,2.395000,2.395000,TEMPERATURE,1,0.232886,0.000000,1,10.881961,0.000000
182,DEMO_MOSFET_01,MOSFET,33.711000,0.016884,0.569177,10.000000,9.430823,94.308235,42.970000,40.000000,65.737061,150.000000,84.262939,SAFE,NONE,4,0.438247,No immediate action,2.675750,2.675750,TEMPERATURE,1,0.079373,0.000000,1,158.478441,0.000000
